rna_name	rna_id	rna_type	InternalLoopLabel	loopEnergy	label5p	energy5p	label3p	energy3p
bpRNA_CRW_17369	17369	16S	I7	2.1	S31	-5.4	S32	-2.3
bpRNA_CRW_17369	17369	16S	I17	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_17369	17369	16S	I29	2.5	S103	-6.25	S104	-3.3
bpRNA_CRW_17090	17090	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17090	17090	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17090	17090	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_10919	10919	16S	I6	3.0	S24	-5.7	S25	-8.05
bpRNA_CRW_10919	10919	16S	I7	2.1	S26	-6.25	S27	-5.3
bpRNA_CRW_10919	10919	16S	I16	2.9	S47	-11.0	S48	-4.35
bpRNA_CRW_2301	2301	16S	I2	1.3	S11	-0.22	S12	-7.6
bpRNA_CRW_2301	2301	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_2301	2301	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_2301	2301	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_2301	2301	16S	I18	0.8	S86	-15.25	S87	-3.3
bpRNA_CRW_14246	14246	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14246	14246	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14246	14246	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14246	14246	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_54905	54905	16S	I6	2.1	S30	-5.4	S31	-6.65
bpRNA_CRW_54905	54905	16S	I16	0.2	S57	-2.05	S58	-8.57
bpRNA_CRW_54905	54905	16S	I22	0.9	S91	-2.97	S92	-5.35
bpRNA_CRW_11043	11043	16S	I5	3.0	S24	-5.7	S25	-7.95
bpRNA_CRW_11043	11043	16S	I6	2.1	S26	-6.55	S27	-3.75
bpRNA_CRW_7104	7104	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_7104	7104	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_7104	7104	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_5971	5971	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_5971	5971	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_5971	5971	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_5971	5971	16S	I25	2.5	S100	-7.15	S101	-3.3
bpRNA_CRW_13836	13836	16S	I1	3.0	S1	-5.7	S2	-5.95
bpRNA_CRW_13836	13836	16S	I2	2.1	S3	-6.55	S4	-3.75
bpRNA_CRW_13836	13836	16S	I11	2.9	S24	-12.5	S25	-4.35
bpRNA_CRW_13836	13836	16S	I12	0.2	S29	-2.05	S30	-7.5
bpRNA_CRW_5798	5798	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5798	5798	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5798	5798	16S	I15	3.0	S60	-9.0	S61	-1.75
bpRNA_CRW_9341	9341	16S	I7	3.0	S28	-5.7	S29	-8.05
bpRNA_CRW_9341	9341	16S	I8	2.1	S30	-6.25	S31	-3.75
bpRNA_CRW_5461	5461	16S	I6	3.7	S26	-5.25	S27	-8.05
bpRNA_CRW_5461	5461	16S	I7	2.8	S28	-6.55	S29	-5.85
bpRNA_CRW_5461	5461	16S	I17	3.0	S63	-17.8	S64	-1.75
bpRNA_CRW_793	793	16S	I5	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_793	793	16S	I14	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_793	793	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_793	793	16S	I17	0.8	S84	-15.25	S85	-3.3
bpRNA_CRW_10409	10409	16S	I6	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_10409	10409	16S	I7	2.1	S30	-6.25	S31	-5.65
bpRNA_CRW_10409	10409	16S	I16	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_10409	10409	16S	I19	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_11287	11287	16S	I7	3.0	S30	-5.7	S31	-7.95
bpRNA_CRW_11287	11287	16S	I8	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_11287	11287	16S	I14	3.1	S47	-10.1	S48	-11.55
bpRNA_CRW_11287	11287	16S	I18	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_11287	11287	16S	I20	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_7039	7039	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_7039	7039	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_7039	7039	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_54838	54838	16S	I5	3.7	S32	-5.05	S33	-8.05
bpRNA_CRW_54838	54838	16S	I6	2.8	S34	-4.45	S35	-5.85
bpRNA_CRW_54838	54838	16S	I14	2.9	S56	-12.5	S57	-4.35
bpRNA_CRW_54838	54838	16S	I17	3.0	S70	-17.8	S71	-1.75
bpRNA_CRW_54838	54838	16S	I18	1.0	S90	-11.25	S91	-3.3
bpRNA_CRW_54838	54838	16S	I28	2.5	S107	-5.55	S108	-3.3
bpRNA_CRW_14082	14082	16S	I7	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_14082	14082	16S	I8	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_14082	14082	16S	I17	2.9	S50	-11.0	S51	-4.35
bpRNA_CRW_14082	14082	16S	I21	3.0	S65	-10.75	S66	-1.75
bpRNA_CRW_847	847	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_847	847	16S	I14	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_847	847	16S	I16	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_847	847	16S	I17	0.8	S86	-15.25	S87	-3.3
bpRNA_CRW_1313	1313	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_1313	1313	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_1313	1313	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_1313	1313	16S	I18	0.8	S86	-8.95	S87	-3.3
bpRNA_CRW_17254	17254	16S	I6	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17254	17254	16S	I7	2.1	S31	-6.25	S32	-7.3
bpRNA_CRW_17254	17254	16S	I15	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_17254	17254	16S	I17	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_17254	17254	16S	I22	0.9	S93	-2.97	S94	-5.05
bpRNA_CRW_12051	12051	16S	I6	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_12051	12051	16S	I7	2.1	S30	-6.25	S31	-5.65
bpRNA_CRW_12051	12051	16S	I16	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_12051	12051	16S	I19	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_8636	8636	16S	I3	2.6	S9	-0.4	S10	-7.45
bpRNA_CRW_8636	8636	16S	I7	3.0	S28	-5.7	S29	-5.95
bpRNA_CRW_8636	8636	16S	I8	1.4	S30	-7.9	S31	-7.3
bpRNA_CRW_8636	8636	16S	I17	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_8636	8636	16S	I20	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_8636	8636	16S	I21	1.0	S75	-1.95	S76	-3.3
bpRNA_CRW_8636	8636	16S	I25	0.2	S92	-2.97	S93	-6.6
bpRNA_CRW_4116	4116	16S	I14	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_4116	4116	16S	I16	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_4116	4116	16S	I17	0.8	S86	-11.85	S87	-3.3
bpRNA_CRW_4116	4116	16S	I20	0.3	S92	-2.97	S93	-6.6
bpRNA_CRW_6963	6963	16S	I4	3.7	S20	-5.25	S21	-8.05
bpRNA_CRW_6963	6963	16S	I5	2.8	S22	-6.55	S23	-5.85
bpRNA_CRW_6963	6963	16S	I15	3.0	S57	-17.8	S58	-1.75
bpRNA_CRW_55162	55162	16S	I7	3.0	S21	-4.6	S22	-6.7
bpRNA_CRW_55162	55162	16S	I10	3.0	S35	-5.5	S36	-8.55
bpRNA_CRW_55162	55162	16S	I11	2.4	S43	-7.5	S44	-2.97
bpRNA_CRW_55162	55162	16S	I16	0.6	S58	-1.97	S59	-12.5
bpRNA_CRW_55162	55162	16S	I23	1.8	S96	-3.85	S97	-5.65
bpRNA_CRW_55162	55162	16S	I27	0.3	S102	-3.3	S103	-9.57
bpRNA_CRW_16995	16995	16S	I7	3.7	S28	-5.05	S29	-7.95
bpRNA_CRW_16995	16995	16S	I8	2.8	S30	-6.55	S31	-2.77
bpRNA_CRW_13869	13869	16S	I2	3.0	S2	-1.97	S3	-5.95
bpRNA_CRW_13869	13869	16S	I3	2.1	S4	-6.55	S5	-3.75
bpRNA_CRW_14219	14219	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14219	14219	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14219	14219	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14219	14219	16S	I20	2.3	S64	-1.65	S65	-1.4
bpRNA_CRW_14219	14219	16S	I21	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_55000	55000	16S	I2	2.8	S9	-2.55	S10	-5.2
bpRNA_CRW_55000	55000	16S	I3	2.2	S11	-4.35	S12	-8.6
bpRNA_CRW_55000	55000	16S	I6	3.0	S27	-4.2	S28	-9.7
bpRNA_CRW_55000	55000	16S	I7	2.2	S31	0.0	S32	-4.0
bpRNA_CRW_55000	55000	16S	I11	3.8	S45	-1.65	S46	-8.7
bpRNA_CRW_55000	55000	16S	I12	2.7	S46	-8.7	S47	-1.0
bpRNA_CRW_55000	55000	16S	I15	-0.5	S52	-1.65	S53	-9.7
bpRNA_CRW_55000	55000	16S	I20	2.7	S92	-4.7	S93	-0.6
bpRNA_CRW_10946	10946	16S	I6	3.0	S27	-5.7	S28	-8.05
bpRNA_CRW_10946	10946	16S	I7	2.1	S29	-6.25	S30	-5.3
bpRNA_CRW_10946	10946	16S	I16	2.9	S50	-11.0	S51	-4.35
bpRNA_CRW_6801	6801	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_6801	6801	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_6801	6801	16S	I16	3.0	S64	-16.3	S65	-1.75
bpRNA_CRW_1188	1188	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_1188	1188	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_1188	1188	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_1188	1188	16S	I18	0.8	S87	-9.15	S88	-3.3
bpRNA_CRW_8754	8754	16S	I4	3.0	S18	-5.7	S19	-5.95
bpRNA_CRW_8754	8754	16S	I5	2.1	S20	-6.25	S21	-5.65
bpRNA_CRW_8754	8754	16S	I14	2.9	S41	-11.0	S42	-4.35
bpRNA_CRW_4074	4074	16S	I6	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_4074	4074	16S	I16	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_4074	4074	16S	I19	0.8	S85	-11.35	S86	-3.3
bpRNA_CRW_4074	4074	16S	I22	1.0	S91	-2.97	S92	-5.35
bpRNA_CRW_12133	12133	16S	I4	3.0	S18	-5.7	S19	-8.05
bpRNA_CRW_12133	12133	16S	I5	2.1	S20	-6.25	S21	-5.3
bpRNA_CRW_12133	12133	16S	I14	2.9	S41	-11.0	S42	-4.35
bpRNA_CRW_17336	17336	16S	I7	3.7	S31	-5.05	S32	-7.95
bpRNA_CRW_17336	17336	16S	I8	2.8	S33	-6.55	S34	-2.77
bpRNA_CRW_1271	1271	16S	I5	3.0	S25	-5.8	S26	-8.05
bpRNA_CRW_925	925	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_925	925	16S	I14	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_925	925	16S	I16	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_925	925	16S	I17	0.8	S86	-10.85	S87	-3.3
bpRNA_CRW_54577	54577	Group I intron	I2	3.7	S7	-11.2	S8	-5.35
bpRNA_CRW_54577	54577	Group I intron	I3	2.3	S8	-5.35	S9	-9.9
bpRNA_CRW_54577	54577	Group I intron	I4	0.5	S10	-5.35	S11	-6.8
bpRNA_CRW_13444	13444	16S	I5	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_13444	13444	16S	I6	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_13444	13444	16S	I15	2.9	S53	-12.5	S54	-4.35
bpRNA_CRW_13444	13444	16S	I16	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_9223	9223	16S	I1	3.0	S6	-5.7	S7	-5.95
bpRNA_CRW_9223	9223	16S	I2	1.4	S8	-7.9	S9	-7.3
bpRNA_CRW_9223	9223	16S	I11	2.9	S28	-12.5	S29	-4.35
bpRNA_CRW_5503	5503	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5503	5503	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5503	5503	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_15497	15497	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_15497	15497	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_15497	15497	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_15497	15497	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_10692	10692	16S	I7	3.7	S29	-4.95	S30	-5.95
bpRNA_CRW_10692	10692	16S	I8	1.4	S31	-7.9	S32	-3.75
bpRNA_CRW_10692	10692	16S	I17	2.9	S52	-12.5	S53	-4.35
bpRNA_CRW_10692	10692	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_508	508	16S	I4	3.7	S23	-5.05	S24	-8.05
bpRNA_CRW_508	508	16S	I13	0.2	S51	-2.05	S52	-7.5
bpRNA_CRW_508	508	16S	I15	3.0	S60	-17.8	S61	-1.75
bpRNA_CRW_508	508	16S	I16	0.8	S79	-10.85	S80	-3.3
bpRNA_CRW_508	508	16S	I19	0.9	S85	-2.97	S86	-5.05
bpRNA_CRW_3629	3629	16S	I2	1.3	S11	-0.22	S12	-7.6
bpRNA_CRW_3629	3629	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_3629	3629	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_3629	3629	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_3629	3629	16S	I18	0.8	S86	-15.25	S87	-3.3
bpRNA_CRW_8880	8880	16S	I8	3.0	S27	-17.8	S28	-1.75
bpRNA_CRW_12766	12766	16S	I7	3.0	S30	-5.7	S31	-7.95
bpRNA_CRW_12766	12766	16S	I8	2.1	S32	-6.55	S33	-3.75
bpRNA_CRW_12766	12766	16S	I18	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_12766	12766	16S	I20	3.0	S70	-17.8	S71	-1.75
bpRNA_CRW_12766	12766	16S	I24	1.8	S96	-4.5	S97	-2.97
bpRNA_CRW_4621	4621	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_4621	4621	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_4621	4621	16S	I16	3.0	S64	-16.3	S65	-1.75
bpRNA_CRW_8101	8101	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_8101	8101	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_8101	8101	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_1424	1424	16S	I5	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_1424	1424	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_1424	1424	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_1424	1424	16S	I18	0.8	S87	-10.95	S88	-3.3
bpRNA_CRW_17563	17563	16S	I7	3.7	S29	-5.05	S30	-7.95
bpRNA_CRW_17563	17563	16S	I8	2.8	S31	-6.55	S32	-2.77
bpRNA_CRW_17563	17563	16S	I18	3.0	S64	-15.25	S65	-1.75
bpRNA_CRW_11649	11649	16S	I5	3.0	S31	-5.7	S32	-5.95
bpRNA_CRW_11649	11649	16S	I6	2.1	S33	-6.55	S34	-3.75
bpRNA_CRW_11649	11649	16S	I15	2.9	S54	-12.5	S55	-4.35
bpRNA_CRW_11649	11649	16S	I16	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_11649	11649	16S	I18	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_6279	6279	16S	I5	3.7	S26	-5.25	S27	-8.05
bpRNA_CRW_6279	6279	16S	I6	2.8	S28	-6.55	S29	-5.85
bpRNA_CRW_20719	20719	16S	I6	0.9	S28	-2.97	S29	-5.35
bpRNA_CRW_3385	3385	16S	I4	3.7	S17	-5.05	S18	-8.05
bpRNA_CRW_3385	3385	16S	I13	0.2	S45	-2.05	S46	-7.5
bpRNA_CRW_3385	3385	16S	I15	3.0	S54	-17.8	S55	-1.75
bpRNA_CRW_3385	3385	16S	I16	0.8	S73	-10.85	S74	-3.3
bpRNA_CRW_1809	1809	16S	I5	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_1809	1809	16S	I15	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_1809	1809	16S	I17	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_1809	1809	16S	I18	0.8	S88	-9.05	S89	-3.3
bpRNA_CRW_1809	1809	16S	I21	0.5	S94	-2.97	S95	-5.05
bpRNA_CRW_6180	6180	16S	I1	3.7	S4	-5.25	S5	-8.05
bpRNA_CRW_6180	6180	16S	I2	2.8	S6	-6.55	S7	-5.85
bpRNA_CRW_5356	5356	16S	I5	3.7	S26	-5.25	S27	-8.05
bpRNA_CRW_5356	5356	16S	I6	2.8	S28	-6.55	S29	-5.85
bpRNA_CRW_9476	9476	16S	I1	3.0	S3	-5.7	S4	-5.95
bpRNA_CRW_9476	9476	16S	I2	1.4	S5	-7.9	S6	-7.3
bpRNA_CRW_9476	9476	16S	I11	2.9	S26	-12.5	S27	-4.35
bpRNA_CRW_9476	9476	16S	I12	0.2	S31	-2.05	S32	-7.5
bpRNA_CRW_13211	13211	16S	I6	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_13211	13211	16S	I7	2.1	S31	-6.25	S32	-3.75
bpRNA_CRW_2926	2926	16S	I5	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_2926	2926	16S	I14	0.2	S60	-2.05	S61	-7.5
bpRNA_CRW_2926	2926	16S	I16	3.0	S69	-17.8	S70	-1.75
bpRNA_CRW_2926	2926	16S	I17	0.8	S88	-9.55	S89	-3.3
bpRNA_CRW_14861	14861	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14861	14861	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14861	14861	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14861	14861	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_15059	15059	16S	I1	3.0	S3	-17.8	S4	-1.75
bpRNA_CRW_20582	20582	16S	I1	3.7	S2	-4.95	S3	-6.95
bpRNA_CRW_20582	20582	16S	I2	2.1	S4	-7.6	S5	-5.0
bpRNA_CRW_14903	14903	16S	I5	3.0	S27	-5.7	S28	-5.95
bpRNA_CRW_14903	14903	16S	I6	2.1	S29	-6.55	S30	-3.75
bpRNA_CRW_14903	14903	16S	I15	2.9	S50	-12.5	S51	-4.35
bpRNA_CRW_14903	14903	16S	I16	0.2	S55	-2.05	S56	-7.5
bpRNA_CRW_14903	14903	16S	I18	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_2844	2844	16S	I5	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_2844	2844	16S	I6	2.1	S30	-9.9	S31	-5.85
bpRNA_CRW_2844	2844	16S	I15	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_2844	2844	16S	I17	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_2844	2844	16S	I18	0.8	S85	-11.85	S86	-3.3
bpRNA_CRW_13373	13373	16S	I6	3.0	S30	-5.7	S31	-5.95
bpRNA_CRW_13373	13373	16S	I7	2.1	S32	-6.25	S33	-3.75
bpRNA_CRW_13373	13373	16S	I17	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_13373	13373	16S	I19	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_13373	13373	16S	I22	1.8	S92	-4.5	S93	-2.97
bpRNA_CRW_5234	5234	16S	I4	3.7	S22	-5.25	S23	-8.05
bpRNA_CRW_5234	5234	16S	I5	2.8	S24	-6.55	S25	-5.85
bpRNA_CRW_5234	5234	16S	I15	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_9514	9514	16S	I6	3.0	S23	-5.7	S24	-5.95
bpRNA_CRW_9514	9514	16S	I7	1.4	S25	-5.5	S26	-5.3
bpRNA_CRW_17401	17401	16S	I4	3.7	S19	-5.05	S20	-8.05
bpRNA_CRW_17401	17401	16S	I5	2.8	S21	-6.55	S22	-2.77
bpRNA_CRW_17401	17401	16S	I15	3.0	S57	-5.7	S58	-1.75
bpRNA_CRW_1546	1546	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_1546	1546	16S	I15	0.2	S58	-2.05	S59	-7.5
bpRNA_CRW_1546	1546	16S	I17	3.0	S67	-17.8	S68	-1.75
bpRNA_CRW_1546	1546	16S	I18	0.8	S86	-13.35	S87	-3.3
bpRNA_CRW_4743	4743	16S	I5	3.7	S27	-5.25	S28	-8.05
bpRNA_CRW_4743	4743	16S	I6	2.8	S29	-6.35	S30	-3.85
bpRNA_CRW_4743	4743	16S	I16	3.0	S64	-17.8	S65	-1.75
bpRNA_CRW_8063	8063	16S	I5	3.7	S21	-5.25	S22	-8.05
bpRNA_CRW_8063	8063	16S	I6	2.8	S23	-6.35	S24	-5.85
bpRNA_CRW_8063	8063	16S	I16	3.0	S59	-17.8	S60	-1.75
bpRNA_CRW_8063	8063	16S	I17	1.0	S79	-11.65	S80	-3.3
bpRNA_CRW_8063	8063	16S	I24	-1.2	S94	-2.1	S95	-14.45
bpRNA_CRW_8063	8063	16S	I26	2.5	S97	-5.55	S98	-3.3
bpRNA_CRW_12604	12604	16S	I6	3.0	S21	-5.7	S22	-8.05
bpRNA_CRW_12604	12604	16S	I7	2.1	S23	-6.25	S24	-5.3
bpRNA_CRW_12604	12604	16S	I16	2.9	S43	-11.0	S44	-4.35
bpRNA_CRW_7595	7595	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_7595	7595	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_2469	2469	16S	I4	3.7	S17	-5.05	S18	-8.05
bpRNA_CRW_2469	2469	16S	I13	0.2	S45	-2.05	S46	-7.5
bpRNA_CRW_2469	2469	16S	I15	3.0	S54	-17.8	S55	-1.75
bpRNA_CRW_2469	2469	16S	I16	0.8	S73	-10.85	S74	-3.3
bpRNA_CRW_9939	9939	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_9939	9939	16S	I8	2.1	S31	-6.25	S32	-5.65
bpRNA_CRW_2790	2790	16S	I15	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_2979	2979	16S	I5	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_2979	2979	16S	I11	4.5	S50	-16.4	S51	-17.4
bpRNA_CRW_2979	2979	16S	I15	0.2	S61	-2.05	S62	-7.5
bpRNA_CRW_2979	2979	16S	I17	3.0	S70	-17.8	S71	-1.75
bpRNA_CRW_2979	2979	16S	I19	0.8	S90	-10.85	S91	-3.3
bpRNA_CRW_7885	7885	16S	I6	2.8	S29	-6.55	S30	-5.85
bpRNA_CRW_9429	9429	16S	I6	3.0	S27	-5.7	S28	-5.95
bpRNA_CRW_9429	9429	16S	I7	2.1	S29	-6.25	S30	-3.75
bpRNA_CRW_9429	9429	16S	I16	2.9	S51	-12.5	S52	-4.35
bpRNA_CRW_9429	9429	16S	I19	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_9429	9429	16S	I24	0.9	S92	-2.97	S93	-5.35
bpRNA_CRW_5309	5309	16S	I5	3.7	S28	-5.25	S29	-8.05
bpRNA_CRW_5309	5309	16S	I6	2.8	S30	-6.55	S31	-5.85
bpRNA_CRW_5309	5309	16S	I16	3.0	S65	-17.8	S66	-1.75
bpRNA_CRW_3023	3023	16S	I2	2.1	S11	-0.22	S12	-8.65
bpRNA_CRW_3023	3023	16S	I6	3.7	S30	-5.05	S31	-8.05
bpRNA_CRW_3023	3023	16S	I15	0.2	S58	-2.05	S59	-2.1
bpRNA_CRW_3023	3023	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_3023	3023	16S	I18	0.8	S87	-10.85	S88	-3.3
bpRNA_CRW_3023	3023	16S	I21	0.2	S93	-2.97	S94	-4.0
bpRNA_CRW_302	302	16S	I5	3.7	S29	-5.05	S30	-8.05
bpRNA_CRW_302	302	16S	I14	0.2	S57	-2.05	S58	-7.5
bpRNA_CRW_302	302	16S	I16	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_302	302	16S	I17	0.8	S85	-10.85	S86	-3.3
bpRNA_CRW_15164	15164	16S	I6	3.0	S31	-5.7	S32	-5.95
bpRNA_CRW_15164	15164	16S	I7	2.1	S33	-6.35	S34	-3.75
bpRNA_CRW_15164	15164	16S	I20	0.8	S89	-9.45	S90	-3.3
bpRNA_CRW_10098	10098	16S	I7	3.0	S29	-5.7	S30	-5.95
bpRNA_CRW_10098	10098	16S	I8	2.1	S31	-6.55	S32	-3.75
bpRNA_CRW_10098	10098	16S	I20	3.0	S66	-17.8	S67	-1.75
bpRNA_CRW_1856	1856	16S	I2	1.3	S11	-0.22	S12	-7.6
bpRNA_CRW_1856	1856	16S	I6	3.7	S31	-5.05	S32	-8.05
bpRNA_CRW_1856	1856	16S	I15	0.2	S59	-2.05	S60	-7.5
bpRNA_CRW_1856	1856	16S	I17	3.0	S68	-17.8	S69	-1.75
bpRNA_CRW_1856	1856	16S	I18	0.8	S87	-10.85	S88	-3.3
bpRNA_CRW_1856	1856	16S	I21	0.2	S93	-2.97	S94	-6.7
bpRNA_CRW_10361	10361	16S	I6	3.0	S24	-5.7	S25	-5.95
bpRNA_CRW_10361	10361	16S	I7	2.1	S27	-3.85	S28	-5.65
bpRNA_CRW_10361	10361	16S	I17	0.2	S54	-2.05	S55	-7.5
bpRNA_CRW_14413	14413	16S	I7	3.0	S29	-5.7	S30	-8.05
bpRNA_CRW_14413	14413	16S	I8	2.1	S31	-6.25	S32	-5.3
bpRNA_CRW_14413	14413	16S	I17	2.9	S52	-11.0	S53	-4.35
bpRNA_CRW_14413	14413	16S	I20	3.0	S66	-15.7	S67	-1.75
bpRNA_CRW_2554	2554	16S	I2	2.1	S9	-0.22	S10	-8.65
bpRNA_CRW_2554	2554	16S	I6	3.7	S28	-5.05	S29	-8.05
bpRNA_CRW_2554	2554	16S	I15	0.2	S56	-2.05	S57	-7.5
bpRNA_CRW_2554	2554	16S	I17	3.0	S65	-17.8	S66	-1.75
