rna_id	rna_type	rna_subtype
25718	tRNA	tRNA
25719	tRNA	tRNA
52786	tRNA	tRNA
92519	radC RNA	radC
17791	16S	16S
17790	16S	16S
17793	16S	16S
91749	manA RNA	manA
17792	16S	16S
76596	Hepatitis C alternative reading frame stem-loop	HCV_ARF_SL
26067	tRNA	tRNA
26066	tRNA	tRNA
26065	tRNA	tRNA
26064	tRNA	tRNA
26063	tRNA	tRNA
26062	tRNA	tRNA
26061	tRNA	tRNA
26060	tRNA	tRNA
26069	tRNA	tRNA
26068	tRNA	tRNA
98621	snoRNA	sRNA-Xcc1
99388	Bacterial sRNA	ar14
99389	Bacterial sRNA	ar14
57430	tRNA	tRNA
57431	tRNA	tRNA
57432	tRNA	tRNA
57433	tRNA	tRNA
57434	tRNA	tRNA
57435	tRNA	tRNA
57436	tRNA	tRNA
57437	tRNA	tRNA
57438	tRNA	tRNA
57439	tRNA	tRNA
101989	RNA Fragment	RNA (5'-R(*GP*GP*GP*CP*CP*UP*UP*GP*CP*CP*AP*AP*GP*GP*UP*CP*C)-3')
40963	tRNA	tRNA
58963	5S	5S
58962	5S	5S
18569	5S	5S
18568	5S	5S
58967	5S	5S
58966	5S	5S
33728	tRNA	tRNA
33729	tRNA	tRNA
33726	tRNA	tRNA
33727	tRNA	tRNA
18561	5S	5S
58968	5S	5S
18567	5S	5S
18566	5S	5S
18565	5S	5S
18564	5S	5S
38608	tRNA	tRNA
38609	tRNA	tRNA
38600	tRNA	tRNA
38601	tRNA	tRNA
38602	tRNA	tRNA
38603	tRNA	tRNA
38604	tRNA	tRNA
38605	tRNA	tRNA
38606	tRNA	tRNA
38607	tRNA	tRNA
40968	tRNA	tRNA
40969	tRNA	tRNA
95557	Selenocysteine insertion sequence 3	SECIS_3
77708	miRNA	mir-31
24433	tRNA	tRNA
49530	tRNA	tRNA
23509	tRNA	tRNA
83389	snoRNA	snoR2
83388	snoRNA	snoR2
83387	snoRNA	snoR2
83386	snoRNA	SNORD97
83385	snoRNA	SNORD97
23508	tRNA	tRNA
83383	snoRNA	SNORD97
80528	miRNA	mir-626
83381	snoRNA	SNORD97
83380	snoRNA	SNORD97
71571	Viral RNA	Entero_5_CRE
71570	Viral RNA	Entero_5_CRE
71573	Viral RNA	Entero_5_CRE
71572	Viral RNA	Entero_5_CRE
71575	Viral RNA	Entero_5_CRE
71574	Viral RNA	Entero_5_CRE
71577	Viral RNA	Entero_5_CRE
71576	Viral RNA	Entero_5_CRE
71579	Viral RNA	Entero_5_CRE
71578	Viral RNA	Entero_5_CRE
23501	tRNA	tRNA
23500	tRNA	tRNA
42759	tRNA	tRNA
49536	tRNA	tRNA
31764	tRNA	tRNA
31765	tRNA	tRNA
31766	tRNA	tRNA
31767	tRNA	tRNA
31760	tRNA	tRNA
31761	tRNA	tRNA
31762	tRNA	tRNA
31763	tRNA	tRNA
39553	tRNA	tRNA
39552	tRNA	tRNA
39551	tRNA	tRNA
39550	tRNA	tRNA
31768	tRNA	tRNA
31769	tRNA	tRNA
39555	tRNA	tRNA
39554	tRNA	tRNA
34046	tRNA	tRNA
34047	tRNA	tRNA
34044	tRNA	tRNA
34045	tRNA	tRNA
34042	tRNA	tRNA
34043	tRNA	tRNA
34040	tRNA	tRNA
34041	tRNA	tRNA
72211	snoRNA	SNORA22
72210	snoRNA	SNORA22
72213	snoRNA	SNORA22
72212	snoRNA	SNORA22
72215	snoRNA	SNORA22
72214	snoRNA	SNORA22
34048	tRNA	tRNA
34049	tRNA	tRNA
35409	tRNA	tRNA
35408	tRNA	tRNA
88298	Flavo-1 RNA	Flavo-1
88299	Flavo-1 RNA	Flavo-1
88391	JUMPstart RNA	JUMPstart
88290	Flavo-1 RNA	Flavo-1
88291	Flavo-1 RNA	Flavo-1
88292	Flavo-1 RNA	Flavo-1
88293	Flavo-1 RNA	Flavo-1
88294	Flavo-1 RNA	Flavo-1
88295	Flavo-1 RNA	Flavo-1
88296	Flavo-1 RNA	Flavo-1
88297	Flavo-1 RNA	Flavo-1
99873	Bacterial sRNA	csRNA
52785	tRNA	tRNA
95059	miRNA	mir-932
4761	16S	16S
4760	16S	16S
4763	16S	16S
4762	16S	16S
4765	16S	16S
4764	16S	16S
4767	16S	16S
4766	16S	16S
4769	16S	16S
4768	16S	16S
86265	Riboswitch	Bacillaceae-1
86264	Riboswitch	Bacillaceae-1
86263	Riboswitch	Bacillaceae-1
86262	Riboswitch	Bacillaceae-1
86261	Riboswitch	Bacillaceae-1
86260	Riboswitch	Bacillaceae-1
96724	Group II intron	group-II-D1D4-6
16180	5S	5S
86843	C4 antisense RNA	C4
86842	C4 antisense RNA	C4
86841	C4 antisense RNA	C4
86840	C4 antisense RNA	C4
86847	C4 antisense RNA	C4
86846	C4 antisense RNA	C4
86845	C4 antisense RNA	C4
86844	C4 antisense RNA	C4
86849	C4 antisense RNA	C4
86848	C4 antisense RNA	C4
95714	Group II intron	group-II-D1D4-1
12312	16S	16S
12313	16S	16S
10354	16S	16S
10355	16S	16S
10356	16S	16S
10357	16S	16S
10350	16S	16S
10351	16S	16S
10352	16S	16S
10353	16S	16S
10358	16S	16S
10359	16S	16S
95713	Group II intron	group-II-D1D4-1
12318	16S	16S
54832	16S	16S
31470	tRNA	tRNA
65880	snoRNA	SNORD81
65881	snoRNA	SNORD81
65882	snoRNA	SNORD81
832	16S	16S
833	16S	16S
830	16S	16S
831	16S	16S
836	16S	16S
837	16S	16S
834	16S	16S
835	16S	16S
65884	snoRNA	SNORD81
838	16S	16S
839	16S	16S
95710	Group II intron	group-II-D1D4-1
65885	snoRNA	SNORD81
45341	tRNA	tRNA
45340	tRNA	tRNA
45343	tRNA	tRNA
45342	tRNA	tRNA
45345	tRNA	tRNA
45344	tRNA	tRNA
45347	tRNA	tRNA
45346	tRNA	tRNA
45349	tRNA	tRNA
45348	tRNA	tRNA
65887	snoRNA	SNORD81
80858	miRNA	mir-567
80859	miRNA	mir-567
80852	miRNA	mir-618
80853	miRNA	mir-618
80850	miRNA	mir-618
80851	miRNA	mir-618
80856	miRNA	mir-887
80857	miRNA	mir-887
80854	miRNA	mir-618
80855	miRNA	mir-887
53438	tRNA	tRNA
10229	16S	16S
40269	tRNA	tRNA
40268	tRNA	tRNA
40261	tRNA	tRNA
40260	tRNA	tRNA
40263	tRNA	tRNA
40262	tRNA	tRNA
40265	tRNA	tRNA
40264	tRNA	tRNA
40267	tRNA	tRNA
40266	tRNA	tRNA
14303	16S	16S
14302	16S	16S
14301	16S	16S
14300	16S	16S
14307	16S	16S
14306	16S	16S
14305	16S	16S
14304	16S	16S
93874	Riboswitch	THF
14309	16S	16S
14308	16S	16S
10226	16S	16S
93875	Riboswitch	THF
45965	tRNA	tRNA
45964	tRNA	tRNA
45967	tRNA	tRNA
45966	tRNA	tRNA
45961	tRNA	tRNA
45960	tRNA	tRNA
12482	16S	16S
45962	tRNA	tRNA
53430	tRNA	tRNA
93877	Riboswitch	THF
45969	tRNA	tRNA
45968	tRNA	tRNA
53431	tRNA	tRNA
9454	16S	16S
66507	Riboswitch	SAM
10222	16S	16S
9455	16S	16S
10223	16S	16S
9456	16S	16S
66931	Riboswitch	Purine
66930	Riboswitch	Purine
66933	Riboswitch	Purine
9457	16S	16S
66935	Riboswitch	Purine
66934	Riboswitch	Purine
66937	Riboswitch	Purine
66936	Riboswitch	Purine
66939	Riboswitch	Purine
9450	16S	16S
21514	tRNA	tRNA
49730	tRNA	tRNA
9451	16S	16S
21515	tRNA	tRNA
9452	16S	16S
21512	tRNA	tRNA
9453	16S	16S
21513	tRNA	tRNA
21510	tRNA	tRNA
66508	Riboswitch	SAM
21511	tRNA	tRNA
50416	tRNA	tRNA
27698	tRNA	tRNA
48874	tRNA	tRNA
48875	tRNA	tRNA
48876	tRNA	tRNA
48877	tRNA	tRNA
48870	tRNA	tRNA
48871	tRNA	tRNA
48872	tRNA	tRNA
48873	tRNA	tRNA
21519	tRNA	tRNA
48878	tRNA	tRNA
48879	tRNA	tRNA
62694	Telomerase RNA	Telomerase-vert
68491	snoRNA	U54
68492	snoRNA	U54
7777	16S	16S
7776	16S	16S
7775	16S	16S
7774	16S	16S
7773	16S	16S
7772	16S	16S
7771	16S	16S
7770	16S	16S
68494	snoRNA	U54
50848	tRNA	tRNA
50849	tRNA	tRNA
7779	16S	16S
7778	16S	16S
97420	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
62692	Telomerase RNA	Telomerase-vert
68497	K10 transport/localisation element (TLS)	K10_TLS
52196	tRNA	tRNA
82281	snoRNA	sR46
54783	16S	16S
82283	snoRNA	sR46
61959	Y RNA	Y_RNA
82285	snoRNA	sR46
82284	snoRNA	sR46
82287	snoRNA	sR46
82286	snoRNA	sR46
82289	snoRNA	sR24
82288	snoRNA	sR24
88889	PhotoRC-II RNA	PhotoRC-II
88888	PhotoRC-II RNA	PhotoRC-II
54787	16S	16S
62699	Telomerase RNA	Telomerase-vert
30454	tRNA	tRNA
19263	5S	5S
19262	5S	5S
19261	5S	5S
19260	5S	5S
19267	5S	5S
19266	5S	5S
19265	5S	5S
19264	5S	5S
96662	Group II intron	group-II-D1D4-5
52198	tRNA	tRNA
19269	5S	5S
19268	5S	5S
96666	Group II intron	group-II-D1D4-5
96667	Group II intron	group-II-D1D4-5
96664	Group II intron	group-II-D1D4-5
52199	tRNA	tRNA
97391	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97390	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97393	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97392	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97395	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97394	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97397	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97396	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97399	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
97398	HNH endonuclease-associated RNA and ORF (HEARO) RNA	HEARO
71793	snoRNA	SNORA13
69737	snoRNA	SNORD61
81664	SucA RNA motif	sucA
69735	snoRNA	SNORD61
81662	SucA RNA motif	sucA
81663	SucA RNA motif	sucA
46083	tRNA	tRNA
82824	snoRNA	SNORA84
46081	tRNA	tRNA
46080	tRNA	tRNA
46087	tRNA	tRNA
46086	tRNA	tRNA
46085	tRNA	tRNA
46084	tRNA	tRNA
15060	16S	16S
46089	tRNA	tRNA
46088	tRNA	tRNA
82829	snoRNA	SNORA84
82828	snoRNA	SNORA84
32948	tRNA	tRNA
81730	Pseudoknot Forming RNA	TMV_UPD-PK3
81731	Pseudoknot Forming RNA	TMV_UPD-PK3
81732	Pseudoknot Forming RNA	TMV_UPD-PK3
81733	Pseudoknot Forming RNA	TMV_UPD-PK3
81734	Pseudoknot Forming RNA	TMV_UPD-PK3
81735	Gag/pol translational readthrough site	GP_knot1
81736	Gag/pol translational readthrough site	GP_knot1
81737	Gag/pol translational readthrough site	GP_knot1
81738	Gag/pol translational readthrough site	GP_knot1
81739	Gag/pol translational readthrough site	GP_knot1
94280	snoRNA	alpha_tmRNA
60905	RNA Fragment	RNaseP_bact_a
94286	snoRNA	alpha_tmRNA
94287	snoRNA	alpha_tmRNA
94284	snoRNA	alpha_tmRNA
94285	snoRNA	alpha_tmRNA
11476	16S	16S
11477	16S	16S
11474	16S	16S
11475	16S	16S
11472	16S	16S
11473	16S	16S
11470	16S	16S
11471	16S	16S
43101	tRNA	tRNA
43100	tRNA	tRNA
43103	tRNA	tRNA
43102	tRNA	tRNA
43105	tRNA	tRNA
43104	tRNA	tRNA
11478	16S	16S
11479	16S	16S
97535	IMES-1 RNA motif	IMES-1
97534	IMES-1 RNA motif	IMES-1
97537	IMES-1 RNA motif	IMES-1
60909	RNA Fragment	RNaseP_bact_a
97531	IMES-1 RNA motif	IMES-1
97530	IMES-1 RNA motif	IMES-1
97533	IMES-1 RNA motif	IMES-1
97532	IMES-1 RNA motif	IMES-1
97539	IMES-1 RNA motif	IMES-1
97538	IMES-1 RNA motif	IMES-1
32281	tRNA	tRNA
90620	glnA RNA	glnA
90621	glnA RNA	glnA
90622	glnA RNA	glnA
90623	glnA RNA	glnA
90624	glnA RNA	glnA
90625	glnA RNA	glnA
90626	glnA RNA	glnA
90627	glnA RNA	glnA
90628	glnA RNA	glnA
90629	glnA RNA	glnA
11912	16S	16S
9548	16S	16S
9549	16S	16S
9546	16S	16S
9547	16S	16S
9544	16S	16S
9545	16S	16S
9542	16S	16S
9543	16S	16S
9540	16S	16S
9541	16S	16S
100377	Bacterial sRNA	SpF25_sRNA
69039	Ribozyme	glmS
21369	tRNA	tRNA
21368	tRNA	tRNA
93528	growth arrested DNA-damage inducible gene 7	gadd7
80463	miRNA	mir-650
80462	miRNA	mir-650
80461	miRNA	mir-650
80460	miRNA	mir-650
80467	miRNA	MIR1446
80466	miRNA	mir-1497
80465	miRNA	mir-1497
80464	miRNA	mir-650
80469	miRNA	MIR1446
80468	miRNA	MIR1446
24351	tRNA	tRNA
24350	tRNA	tRNA
24357	tRNA	tRNA
24356	tRNA	tRNA
99757	Bacillus tryptophan operon leader	Trp_leader_2
21361	tRNA	tRNA
48018	tRNA	tRNA
48019	tRNA	tRNA
99753	Bacillus tryptophan operon leader	Trp_leader_2
66331	Riboswitch	SAM
99751	Bacillus tryptophan operon leader	Trp_leader_2
21360	tRNA	tRNA
48012	tRNA	tRNA
48013	tRNA	tRNA
48010	tRNA	tRNA
48011	tRNA	tRNA
48016	tRNA	tRNA
48017	tRNA	tRNA
48014	tRNA	tRNA
48015	tRNA	tRNA
21362	tRNA	tRNA
29259	tRNA	tRNA
29258	tRNA	tRNA
29255	tRNA	tRNA
29254	tRNA	tRNA
29257	tRNA	tRNA
29256	tRNA	tRNA
29251	tRNA	tRNA
29250	tRNA	tRNA
29253	tRNA	tRNA
57903	tRNA	tRNA
21367	tRNA	tRNA
78358	miRNA	mir-147
78359	miRNA	mir-147
78356	miRNA	mir-147
78357	miRNA	mir-147
78354	miRNA	mir-147
21366	tRNA	tRNA
78352	miRNA	mir-147
78353	miRNA	mir-147
78350	miRNA	mir-147
78351	miRNA	mir-147
79089	miRNA	mir-454
79088	miRNA	mir-454
65267	FinP	FinP
79081	miRNA	mir-454
79080	miRNA	mir-454
79083	miRNA	mir-454
79082	miRNA	mir-454
79085	miRNA	mir-454
79084	miRNA	mir-454
79087	miRNA	mir-454
79086	miRNA	mir-454
59508	tRNA	tRNA
59509	tRNA	tRNA
33379	tRNA	tRNA
59502	tRNA	tRNA
59503	tRNA	tRNA
59500	tRNA	tRNA
59501	tRNA	tRNA
59506	tRNA	tRNA
59507	tRNA	tRNA
59504	tRNA	tRNA
59505	tRNA	tRNA
98511	XIST RNA A repeat	XIST_A_REPEAT
92887	yjdF RNA	yjdF
33378	tRNA	tRNA
37889	tRNA	tRNA
37888	tRNA	tRNA
37887	tRNA	tRNA
37886	tRNA	tRNA
37885	tRNA	tRNA
37884	tRNA	tRNA
37883	tRNA	tRNA
37882	tRNA	tRNA
37881	tRNA	tRNA
37880	tRNA	tRNA
92881	yjdF RNA	yjdF
15389	16S	16S
1447	16S	16S
1446	16S	16S
1445	16S	16S
1444	16S	16S
1443	16S	16S
1442	16S	16S
1441	16S	16S
1440	16S	16S
23037	tRNA	tRNA
23036	tRNA	tRNA
23035	tRNA	tRNA
23034	tRNA	tRNA
23033	tRNA	tRNA
23032	tRNA	tRNA
1449	16S	16S
1448	16S	16S
22348	tRNA	tRNA
22349	tRNA	tRNA
22346	tRNA	tRNA
22347	tRNA	tRNA
22344	tRNA	tRNA
22345	tRNA	tRNA
22342	tRNA	tRNA
22343	tRNA	tRNA
22340	tRNA	tRNA
22341	tRNA	tRNA
77269	miRNA	MIR169_2
77268	miRNA	MIR169_2
77263	miRNA	MIR169_2
77262	miRNA	MIR169_2
77261	miRNA	MIR169_2
77260	miRNA	MIR169_2
77267	miRNA	MIR169_2
77266	miRNA	MIR169_2
77265	miRNA	MIR169_2
77264	miRNA	MIR169_2
90184	asd RNA	asd
73010	miRNA	mir-34
73011	miRNA	mir-34
73012	miRNA	mir-34
73013	miRNA	mir-34
73014	miRNA	mir-34
73015	miRNA	mir-34
73016	miRNA	mir-34
73017	miRNA	mir-34
73018	miRNA	mir-34
73019	miRNA	mir-34
35629	tRNA	tRNA
35628	tRNA	tRNA
35621	tRNA	tRNA
35620	tRNA	tRNA
35623	tRNA	tRNA
35622	tRNA	tRNA
35625	tRNA	tRNA
35624	tRNA	tRNA
35627	tRNA	tRNA
35626	tRNA	tRNA
23693	tRNA	tRNA
23692	tRNA	tRNA
23691	tRNA	tRNA
23690	tRNA	tRNA
23697	tRNA	tRNA
23696	tRNA	tRNA
23695	tRNA	tRNA
23694	tRNA	tRNA
23699	tRNA	tRNA
23698	tRNA	tRNA
32938	tRNA	tRNA
32939	tRNA	tRNA
53663	tRNA	tRNA
56628	snoRNA	srpRNA
56629	snoRNA	srpRNA
56622	snoRNA	srpRNA
56623	snoRNA	srpRNA
56620	snoRNA	srpRNA
56621	snoRNA	srpRNA
56626	snoRNA	srpRNA
56627	snoRNA	srpRNA
56624	snoRNA	srpRNA
56625	snoRNA	srpRNA
25699	tRNA	tRNA
25698	tRNA	tRNA
53662	tRNA	tRNA
25691	tRNA	tRNA
25690	tRNA	tRNA
25693	tRNA	tRNA
25692	tRNA	tRNA
25695	tRNA	tRNA
25694	tRNA	tRNA
25697	tRNA	tRNA
25696	tRNA	tRNA
51160	tRNA	tRNA
51161	tRNA	tRNA
51162	tRNA	tRNA
51163	tRNA	tRNA
51164	tRNA	tRNA
51165	tRNA	tRNA
51166	tRNA	tRNA
51167	tRNA	tRNA
74792	snoRNA	snoMe18S-Gm1358
51169	tRNA	tRNA
74790	snoRNA	snoMe18S-Gm1358
74791	snoRNA	snoMe18S-Gm1358
74796	snoRNA	snoMe18S-Gm1358
74797	snoRNA	snoMe18S-Gm1358
74794	snoRNA	snoMe18S-Gm1358
74795	snoRNA	snoMe18S-Gm1358
27279	tRNA	tRNA
27278	tRNA	tRNA
11917	16S	16S
61299	RNA Fragment	RNaseP_bact_b
61298	RNA Fragment	RNaseP_bact_b
27271	tRNA	tRNA
27270	tRNA	tRNA
27273	tRNA	tRNA
27272	tRNA	tRNA
27275	tRNA	tRNA
27274	tRNA	tRNA
27277	tRNA	tRNA
27276	tRNA	tRNA
199	16S	16S
198	16S	16S
195	16S	16S
194	16S	16S
197	16S	16S
196	16S	16S
191	16S	16S
190	16S	16S
193	16S	16S
192	16S	16S
90182	asd RNA	asd
72668	snoRNA	SNORA33
72669	snoRNA	SNORA33
98105	IMES-4 RNA motif	IMES-4
98104	IMES-4 RNA motif	IMES-4
98107	IMES-4 RNA motif	IMES-4
70885	Viral RNA	Gammaretro_CES
39841	tRNA	tRNA
39840	tRNA	tRNA
39843	tRNA	tRNA
39842	tRNA	tRNA
39845	tRNA	tRNA
39844	tRNA	tRNA
39847	tRNA	tRNA
39846	tRNA	tRNA
39849	tRNA	tRNA
39848	tRNA	tRNA
70541	snoRNA	snoR60
70540	snoRNA	snoR60
57579	tRNA	tRNA
57578	tRNA	tRNA
70545	snoRNA	snoR60
70544	snoRNA	snoR60
34459	tRNA	tRNA
98103	IMES-4 RNA motif	IMES-4
6964	16S	16S
34458	tRNA	tRNA
98102	IMES-4 RNA motif	IMES-4
60602	Ribozyme	Hammerhead_3
11916	16S	16S
37414	tRNA	tRNA
37415	tRNA	tRNA
37416	tRNA	tRNA
37417	tRNA	tRNA
37410	tRNA	tRNA
37411	tRNA	tRNA
37412	tRNA	tRNA
37413	tRNA	tRNA
37418	tRNA	tRNA
37419	tRNA	tRNA
3452	16S	16S
3453	16S	16S
3450	16S	16S
3451	16S	16S
3456	16S	16S
3457	16S	16S
3454	16S	16S
3455	16S	16S
84759	snoRNA	snoR143
84758	snoRNA	snoR143
3458	16S	16S
3459	16S	16S
99858	Bacterial sRNA	csRNA
99859	Bacterial sRNA	csRNA
93764	RNA Fragment	RsaE
93765	RNA Fragment	RsaH
6967	16S	16S
93766	RNA Fragment	RsaH
99850	Bacterial sRNA	csRNA
93767	RNA Fragment	RsaH
99851	Bacterial sRNA	csRNA
93760	RNA Fragment	RsaE
93761	RNA Fragment	RsaE
93762	RNA Fragment	RsaE
18754	5S	5S
14499	16S	16S
14498	16S	16S
14493	16S	16S
14492	16S	16S
14491	16S	16S
14490	16S	16S
14497	16S	16S
14496	16S	16S
14495	16S	16S
14494	16S	16S
27492	tRNA	tRNA
89042	PhotoRC-II RNA	PhotoRC-II
89043	PhotoRC-II RNA	PhotoRC-II
89040	PhotoRC-II RNA	PhotoRC-II
89041	PhotoRC-II RNA	PhotoRC-II
89046	PhotoRC-II RNA	PhotoRC-II
89047	PhotoRC-II RNA	PhotoRC-II
89044	PhotoRC-II RNA	PhotoRC-II
89045	PhotoRC-II RNA	PhotoRC-II
89048	PhotoRC-II RNA	PhotoRC-II
89049	PhotoRC-II RNA	PhotoRC-II
91896	msiK RNA	msiK
95157	miRNA	mir-1937
91897	msiK RNA	msiK
37913	tRNA	tRNA
91890	msiK RNA	msiK
54739	Group I intron	Group I Introns
91891	msiK RNA	msiK
32859	tRNA	tRNA
32858	tRNA	tRNA
95156	miRNA	mir-1937
55078	16S	16S
47040	tRNA	tRNA
47041	tRNA	tRNA
47042	tRNA	tRNA
32854	tRNA	tRNA
47044	tRNA	tRNA
47045	tRNA	tRNA
47046	tRNA	tRNA
47047	tRNA	tRNA
47048	tRNA	tRNA
47049	tRNA	tRNA
91899	msiK RNA	msiK
87471	Cyano-2 RNA	Cyano-2
87470	Cyano-2 RNA	Cyano-2
87473	Cyano-2 RNA	Cyano-2
87472	Cyano-2 RNA	Cyano-2
87475	Cyano-2 RNA	Cyano-2
87474	Cyano-2 RNA	Cyano-2
87477	Cyano-2 RNA	Cyano-2
87476	Cyano-2 RNA	Cyano-2
87479	Cyano-2 RNA	Cyano-2
87478	Cyano-2 RNA	Cyano-2
6479	16S	16S
15369	16S	16S
6473	16S	16S
15363	16S	16S
15360	16S	16S
15361	16S	16S
15366	16S	16S
15367	16S	16S
6475	16S	16S
6474	16S	16S
76730	Bacterial sRNA	P16
88262	Flavo-1 RNA	Flavo-1
88319	Flavo-1 RNA	Flavo-1
88318	Flavo-1 RNA	Flavo-1
88315	Flavo-1 RNA	Flavo-1
88314	Flavo-1 RNA	Flavo-1
88317	Flavo-1 RNA	Flavo-1
88316	Flavo-1 RNA	Flavo-1
88311	Flavo-1 RNA	Flavo-1
88310	Flavo-1 RNA	Flavo-1
88313	Flavo-1 RNA	Flavo-1
88312	Flavo-1 RNA	Flavo-1
39070	tRNA	tRNA
39071	tRNA	tRNA
39072	tRNA	tRNA
39073	tRNA	tRNA
39074	tRNA	tRNA
39075	tRNA	tRNA
39076	tRNA	tRNA
39077	tRNA	tRNA
39078	tRNA	tRNA
39079	tRNA	tRNA
87940	Downstream peptide RNA	Downstream-peptide
27213	tRNA	tRNA
4044	16S	16S
4045	16S	16S
4046	16S	16S
4047	16S	16S
4040	16S	16S
4041	16S	16S
4042	16S	16S
4043	16S	16S
4048	16S	16S
4049	16S	16S
35496	tRNA	tRNA
35497	tRNA	tRNA
60993	RNA Fragment	RNaseP_bact_a
46719	tRNA	tRNA
46718	tRNA	tRNA
46713	tRNA	tRNA
46712	tRNA	tRNA
46711	tRNA	tRNA
46710	tRNA	tRNA
46717	tRNA	tRNA
46716	tRNA	tRNA
46715	tRNA	tRNA
46714	tRNA	tRNA
35490	tRNA	tRNA
35491	tRNA	tRNA
99651	Bacterial sRNA	BjrC174
93496	Bacterial sRNA	frnS
93497	Bacterial sRNA	frnS
68957	T-box leader	T-box
13324	16S	16S
13325	16S	16S
13326	16S	16S
13327	16S	16S
13320	16S	16S
13321	16S	16S
13322	16S	16S
13323	16S	16S
13328	16S	16S
13329	16S	16S
90398	crcB RNA	crcB
90399	crcB RNA	crcB
93499	Bacterial sRNA	frnS
90390	crcB RNA	crcB
90391	crcB RNA	crcB
90392	crcB RNA	crcB
90393	crcB RNA	crcB
90394	crcB RNA	crcB
90395	crcB RNA	crcB
90396	crcB RNA	crcB
90397	crcB RNA	crcB
68959	T-box leader	T-box
68958	T-box leader	T-box
44711	tRNA	tRNA
44710	tRNA	tRNA
44713	tRNA	tRNA
44712	tRNA	tRNA
44715	tRNA	tRNA
44714	tRNA	tRNA
44717	tRNA	tRNA
44716	tRNA	tRNA
44719	tRNA	tRNA
44718	tRNA	tRNA
41073	tRNA	tRNA
41072	tRNA	tRNA
41071	tRNA	tRNA
41070	tRNA	tRNA
41077	tRNA	tRNA
41076	tRNA	tRNA
41075	tRNA	tRNA
41074	tRNA	tRNA
41079	tRNA	tRNA
41078	tRNA	tRNA
87732	Downstream peptide RNA	Downstream-peptide
14800	16S	16S
14801	16S	16S
14802	16S	16S
14803	16S	16S
14804	16S	16S
14805	16S	16S
14806	16S	16S
14807	16S	16S
14808	16S	16S
14809	16S	16S
100598	Viral RNA	Virus_CITE_2
27218	tRNA	tRNA
94675	Signal Recognition Particle RNA	Plant_SRP
29989	tRNA	tRNA
29988	tRNA	tRNA
29981	tRNA	tRNA
29980	tRNA	tRNA
29983	tRNA	tRNA
29982	tRNA	tRNA
29985	tRNA	tRNA
29984	tRNA	tRNA
29987	tRNA	tRNA
29986	tRNA	tRNA
28054	tRNA	tRNA
28055	tRNA	tRNA
28056	tRNA	tRNA
28057	tRNA	tRNA
28050	tRNA	tRNA
28051	tRNA	tRNA
28052	tRNA	tRNA
28053	tRNA	tRNA
28058	tRNA	tRNA
28059	tRNA	tRNA
57451	tRNA	tRNA
100597	Viral RNA	Virus_CITE_2
35378	tRNA	tRNA
319	16S	16S
318	16S	16S
95858	Group II intron	group-II-D1D4-2
95859	Group II intron	group-II-D1D4-2
313	16S	16S
312	16S	16S
311	16S	16S
310	16S	16S
317	16S	16S
316	16S	16S
315	16S	16S
314	16S	16S
448	16S	16S
25321	tRNA	tRNA
25320	tRNA	tRNA
25323	tRNA	tRNA
25322	tRNA	tRNA
25325	tRNA	tRNA
25324	tRNA	tRNA
25327	tRNA	tRNA
25326	tRNA	tRNA
25329	tRNA	tRNA
25328	tRNA	tRNA
446	16S	16S
72939	miRNA	mir-395
58930	5S	5S
100596	Viral RNA	Virus_CITE_2
35200	tRNA	tRNA
82328	snoRNA	sn668
58931	5S	5S
82322	snoRNA	sn2841
82323	snoRNA	sn668
82320	snoRNA	SNORD108
82321	snoRNA	sn2841
82326	snoRNA	sn668
82327	snoRNA	sn668
82324	snoRNA	sn668
82325	snoRNA	sn668
15708	5S	5S
15709	5S	5S
64500	miRNA	mir-166
89175	Polynucleobacter-1 RNA	Polynucleobacter-1
56352	snoRNA	srpRNA
56353	snoRNA	srpRNA
56350	snoRNA	srpRNA
56351	snoRNA	srpRNA
56356	snoRNA	srpRNA
56357	snoRNA	srpRNA
56354	snoRNA	srpRNA
15701	5S	5S
100856	Bacterial sRNA	Atu_C8
56358	snoRNA	srpRNA
56359	snoRNA	srpRNA
15702	5S	5S
100857	Bacterial sRNA	Atu_C8
93867	Riboswitch	THF
93866	Riboswitch	THF
93865	Riboswitch	THF
15703	5S	5S
57009	snoRNA	srpRNA
57008	snoRNA	srpRNA
93861	Riboswitch	THF
93860	Riboswitch	THF
57005	snoRNA	srpRNA
15704	5S	5S
57007	snoRNA	srpRNA
57006	snoRNA	srpRNA
57001	snoRNA	srpRNA
57000	snoRNA	srpRNA
57003	snoRNA	srpRNA
15705	5S	5S
16428	5S	5S
15706	5S	5S
16424	5S	5S
16425	5S	5S
16426	5S	5S
15707	5S	5S
16420	5S	5S
16421	5S	5S
16422	5S	5S
